"Date","Temp","Humidity","Remark"
2023/06/20 12:52:22,"29.06℃","75.50%",""
2023/06/20 13:02:22,"29.19℃","78.25%",""
2023/06/20 13:12:22,"29.31℃","75.06%",""
2023/06/20 13:22:22,"29.44℃","74.69%",""
2023/06/20 13:32:22,"29.56℃","74.50%",""
2023/06/20 13:42:22,"29.69℃","74.62%",""
2023/06/20 13:52:22,"29.75℃","74.88%",""
2023/06/20 14:02:22,"29.81℃","74.75%",""
2023/06/20 14:12:22,"29.88℃","74.25%",""
2023/06/20 14:22:22,"29.94℃","74.44%",""
2023/06/20 14:32:22,"30.00℃","73.94%",""
2023/06/20 14:42:22,"30.13℃","73.44%",""
2023/06/20 14:52:22,"30.19℃","73.38%",""
2023/06/20 15:02:22,"30.19℃","73.25%",""
2023/06/20 15:12:22,"30.19℃","73.44%",""
2023/06/20 15:22:22,"30.13℃","73.50%",""
2023/06/20 15:32:22,"30.19℃","73.94%",""
2023/06/20 15:42:22,"30.25℃","74.31%",""
2023/06/20 15:52:22,"30.38℃","74.31%",""
2023/06/20 16:02:22,"30.50℃","74.19%",""
2023/06/20 16:12:22,"30.56℃","74.31%",""
2023/06/20 16:22:22,"30.63℃","74.62%",""
2023/06/20 16:32:22,"30.63℃","74.19%",""
2023/06/20 16:42:22,"30.63℃","73.75%",""
2023/06/20 16:52:22,"30.44℃","73.75%",""
2023/06/20 17:02:22,"30.38℃","74.00%",""
2023/06/20 17:12:22,"30.31℃","74.12%",""
2023/06/20 17:22:22,"30.31℃","73.88%",""
2023/06/20 17:32:22,"30.25℃","73.81%",""
2023/06/20 17:42:22,"30.19℃","74.00%",""
2023/06/20 17:52:22,"30.06℃","74.31%",""
2023/06/20 18:02:22,"30.00℃","74.62%",""
2023/06/20 18:12:22,"29.94℃","74.94%",""
2023/06/20 18:22:22,"29.94℃","75.25%",""
2023/06/20 18:32:22,"29.88℃","75.44%",""
2023/06/20 18:42:22,"29.88℃","75.75%",""
2023/06/20 18:52:22,"29.88℃","75.88%",""
2023/06/20 19:02:22,"29.81℃","76.06%",""
2023/06/20 19:12:22,"29.81℃","76.19%",""
2023/06/20 19:22:22,"29.81℃","76.25%",""
2023/06/20 19:32:22,"29.75℃","76.38%",""
2023/06/20 19:42:22,"29.75℃","76.50%",""
2023/06/20 19:52:22,"29.75℃","76.56%",""
2023/06/20 20:02:22,"29.75℃","76.56%",""
2023/06/20 20:12:22,"29.75℃","76.69%",""
2023/06/20 20:22:22,"29.69℃","76.69%",""
2023/06/20 20:32:22,"29.69℃","76.75%",""
2023/06/20 20:42:22,"29.69℃","76.81%",""
2023/06/20 20:52:22,"29.69℃","76.94%",""
2023/06/20 21:02:22,"29.63℃","77.06%",""
2023/06/20 21:12:22,"29.63℃","77.12%",""
2023/06/20 21:22:22,"29.63℃","77.25%",""
2023/06/20 21:32:22,"29.56℃","77.19%",""
2023/06/20 21:42:22,"29.56℃","77.25%",""
2023/06/20 21:52:22,"29.56℃","77.19%",""
2023/06/20 22:02:22,"29.56℃","77.19%",""
2023/06/20 22:12:22,"29.56℃","77.38%",""
2023/06/20 22:22:22,"29.63℃","77.62%",""
2023/06/20 22:32:22,"29.63℃","77.75%",""
2023/06/20 22:42:22,"29.63℃","76.56%",""
2023/06/20 22:52:22,"29.56℃","76.56%",""
2023/06/20 23:02:22,"29.50℃","73.38%",""
2023/06/20 23:12:22,"29.56℃","74.50%",""
2023/06/20 23:22:22,"29.56℃","75.38%",""
2023/06/20 23:32:22,"29.56℃","76.50%",""
2023/06/20 23:42:22,"29.56℃","76.81%",""
2023/06/20 23:52:22,"29.56℃","76.69%",""
2023/06/21 00:02:22,"29.50℃","75.56%",""
2023/06/21 00:12:22,"29.50℃","75.06%",""
2023/06/21 00:22:22,"29.44℃","74.38%",""
2023/06/21 00:32:22,"29.44℃","75.62%",""
2023/06/21 00:42:22,"29.44℃","75.88%",""
2023/06/21 00:52:22,"29.44℃","74.94%",""
2023/06/21 01:02:22,"29.38℃","75.06%",""
2023/06/21 01:12:22,"29.38℃","74.31%",""
2023/06/21 01:22:22,"29.38℃","75.44%",""
2023/06/21 01:32:22,"29.31℃","75.44%",""
2023/06/21 01:42:22,"29.31℃","75.44%",""
2023/06/21 01:52:22,"29.31℃","74.12%",""
2023/06/21 02:02:22,"29.25℃","76.06%",""
2023/06/21 02:12:22,"29.25℃","76.38%",""
2023/06/21 02:22:22,"29.25℃","76.44%",""
2023/06/21 02:32:22,"29.19℃","76.44%",""
2023/06/21 02:42:22,"29.19℃","76.38%",""
2023/06/21 02:52:22,"29.19℃","76.38%",""
2023/06/21 03:02:22,"29.13℃","76.31%",""
2023/06/21 03:12:22,"29.13℃","76.19%",""
2023/06/21 03:22:22,"29.13℃","76.06%",""
2023/06/21 03:32:22,"29.06℃","75.62%",""
2023/06/21 03:42:22,"29.06℃","75.44%",""
2023/06/21 03:52:22,"29.06℃","75.38%",""
2023/06/21 04:02:22,"29.00℃","75.31%",""
2023/06/21 04:12:22,"29.00℃","75.25%",""
2023/06/21 04:22:22,"28.94℃","75.12%",""
2023/06/21 04:32:22,"28.94℃","75.06%",""
2023/06/21 04:42:22,"28.94℃","75.06%",""
2023/06/21 04:52:22,"28.88℃","75.00%",""
2023/06/21 05:02:22,"28.88℃","74.88%",""
2023/06/21 05:12:22,"28.88℃","74.88%",""
2023/06/21 05:22:22,"28.88℃","74.88%",""
2023/06/21 05:32:22,"28.81℃","74.81%",""
2023/06/21 05:42:22,"28.81℃","74.75%",""
2023/06/21 05:52:22,"28.81℃","74.81%",""
2023/06/21 06:02:22,"28.75℃","74.81%",""
2023/06/21 06:12:22,"28.75℃","74.88%",""
2023/06/21 06:22:22,"28.75℃","74.81%",""
2023/06/21 06:32:22,"28.75℃","74.88%",""
2023/06/21 06:42:22,"28.69℃","74.88%",""
2023/06/21 06:52:22,"28.69℃","74.88%",""
2023/06/21 07:02:22,"28.69℃","74.88%",""
2023/06/21 07:12:22,"28.63℃","74.88%",""
2023/06/21 07:22:22,"28.63℃","74.88%",""
2023/06/21 07:32:22,"28.63℃","74.75%",""
2023/06/21 07:42:22,"28.63℃","74.81%",""
2023/06/21 07:52:22,"28.63℃","74.81%",""
2023/06/21 08:02:22,"28.63℃","74.81%",""
2023/06/21 08:12:22,"28.63℃","74.75%",""
2023/06/21 08:22:22,"28.69℃","74.75%",""
2023/06/21 08:32:22,"28.69℃","74.81%",""
2023/06/21 08:42:22,"28.69℃","75.06%",""
2023/06/21 08:52:22,"28.75℃","75.25%",""
2023/06/21 09:02:22,"28.75℃","75.44%",""
2023/06/21 09:12:22,"28.75℃","75.38%",""
2023/06/21 09:22:22,"28.63℃","68.69%",""
2023/06/21 09:32:22,"28.63℃","67.44%",""
2023/06/21 09:42:22,"28.56℃","66.31%",""
2023/06/21 09:52:22,"28.63℃","70.38%",""
2023/06/21 10:02:22,"28.69℃","72.06%",""
2023/06/21 10:12:22,"28.75℃","72.81%",""
2023/06/21 10:22:22,"28.81℃","73.38%",""
2023/06/21 10:32:22,"28.81℃","73.56%",""
2023/06/21 10:42:22,"28.88℃","73.75%",""
2023/06/21 10:52:22,"28.94℃","74.19%",""
2023/06/21 11:02:22,"29.00℃","74.25%",""
2023/06/21 11:12:22,"29.13℃","74.12%",""
2023/06/21 11:22:22,"29.25℃","73.75%",""
2023/06/21 11:32:22,"29.31℃","73.69%",""
2023/06/21 11:42:22,"29.38℃","73.69%",""
2023/06/21 11:52:22,"29.44℃","73.38%",""
2023/06/21 12:02:22,"29.44℃","73.38%",""
2023/06/21 12:12:22,"29.50℃","73.44%",""
2023/06/21 12:22:22,"29.50℃","73.38%",""
2023/06/21 12:32:22,"29.56℃","72.69%",""
2023/06/21 12:42:22,"29.63℃","72.44%",""
2023/06/21 12:52:22,"29.69℃","72.50%",""
2023/06/21 13:02:22,"29.75℃","72.44%",""
2023/06/21 13:12:22,"29.81℃","72.31%",""
2023/06/21 13:22:22,"29.88℃","72.56%",""
2023/06/21 13:32:22,"29.94℃","73.19%",""
2023/06/21 13:42:22,"29.94℃","73.31%",""
2023/06/21 13:52:22,"29.94℃","73.50%",""
2023/06/21 14:02:22,"29.94℃","73.38%",""
2023/06/21 14:12:22,"30.00℃","72.75%",""
2023/06/21 14:22:22,"30.06℃","72.19%",""
2023/06/21 14:32:22,"30.13℃","71.50%",""
2023/06/21 14:42:22,"30.19℃","71.38%",""
2023/06/21 14:52:22,"30.31℃","71.62%",""
2023/06/21 15:02:22,"30.38℃","71.69%",""
2023/06/21 15:12:22,"30.50℃","71.50%",""
2023/06/21 15:22:22,"30.56℃","71.25%",""
2023/06/21 15:32:22,"30.63℃","70.94%",""
2023/06/21 15:42:22,"30.69℃","70.69%",""
2023/06/21 15:52:22,"30.75℃","69.94%",""
2023/06/21 16:02:22,"30.88℃","69.81%",""
2023/06/21 16:12:22,"31.00℃","69.44%",""
2023/06/21 16:22:22,"31.00℃","69.06%",""
2023/06/21 16:32:22,"31.13℃","68.75%",""
2023/06/21 16:42:22,"31.13℃","68.44%",""
2023/06/21 16:52:22,"31.19℃","68.44%",""
2023/06/21 17:02:22,"31.25℃","68.19%",""
2023/06/21 17:12:22,"31.25℃","68.75%",""
2023/06/21 17:22:22,"31.25℃","68.12%",""
2023/06/21 17:32:22,"31.19℃","68.06%",""
2023/06/21 17:42:22,"31.06℃","68.25%",""
2023/06/21 17:52:22,"30.94℃","68.50%",""
2023/06/21 18:02:22,"30.81℃","68.69%",""
2023/06/21 18:12:22,"30.75℃","68.62%",""
2023/06/21 18:22:22,"30.63℃","68.69%",""
2023/06/21 18:32:22,"30.56℃","68.69%",""
2023/06/21 18:42:22,"30.50℃","68.88%",""
2023/06/21 18:52:22,"30.50℃","69.00%",""
2023/06/21 19:02:22,"30.44℃","69.19%",""
2023/06/21 19:12:22,"30.38℃","69.38%",""
2023/06/21 19:22:22,"30.31℃","69.56%",""
2023/06/21 19:32:22,"30.31℃","69.75%",""
2023/06/21 19:42:22,"30.25℃","69.81%",""
2023/06/21 19:52:22,"30.19℃","70.00%",""
2023/06/21 20:02:22,"30.19℃","70.25%",""
2023/06/21 20:12:22,"30.13℃","70.38%",""
2023/06/21 20:22:22,"30.13℃","70.56%",""
2023/06/21 20:32:22,"30.13℃","70.69%",""
2023/06/21 20:42:22,"30.13℃","71.06%",""
2023/06/21 20:52:22,"30.13℃","71.44%",""
2023/06/21 21:02:22,"30.06℃","71.81%",""
2023/06/21 21:12:22,"30.06℃","72.06%",""
2023/06/21 21:22:22,"30.06℃","72.19%",""
2023/06/21 21:32:22,"30.06℃","72.44%",""
2023/06/21 21:42:22,"30.06℃","72.75%",""
2023/06/21 21:52:22,"30.06℃","73.25%",""
2023/06/21 22:02:22,"30.06℃","73.62%",""
2023/06/21 22:12:22,"30.06℃","73.94%",""
2023/06/21 22:22:22,"30.00℃","74.19%",""
2023/06/21 22:32:22,"30.00℃","74.25%",""
2023/06/21 22:42:22,"30.00℃","74.38%",""
2023/06/21 22:52:22,"30.00℃","74.50%",""
2023/06/21 23:02:22,"30.00℃","74.56%",""
2023/06/21 23:12:22,"29.94℃","72.44%",""
2023/06/21 23:22:22,"29.94℃","72.88%",""
2023/06/21 23:32:22,"29.94℃","73.88%",""
2023/06/21 23:42:22,"29.94℃","74.69%",""
2023/06/21 23:52:22,"29.94℃","74.94%",""
2023/06/22 00:02:22,"29.88℃","74.38%",""
2023/06/22 00:12:22,"29.88℃","74.44%",""
2023/06/22 00:22:22,"29.88℃","75.19%",""
2023/06/22 00:32:22,"29.81℃","74.88%",""
2023/06/22 00:42:22,"29.81℃","75.00%",""
2023/06/22 00:52:22,"29.75℃","74.94%",""
2023/06/22 01:02:22,"29.75℃","74.88%",""
2023/06/22 01:12:22,"29.75℃","74.69%",""
2023/06/22 01:22:22,"29.69℃","74.56%",""
2023/06/22 01:32:22,"29.69℃","74.31%",""
2023/06/22 01:42:22,"29.63℃","74.06%",""
2023/06/22 01:52:22,"29.56℃","74.25%",""
2023/06/22 02:02:22,"29.56℃","74.19%",""
2023/06/22 02:12:22,"29.56℃","73.88%",""
2023/06/22 02:22:22,"29.50℃","73.31%",""
2023/06/22 02:32:22,"29.50℃","74.31%",""
2023/06/22 02:42:22,"29.44℃","74.94%",""
2023/06/22 02:52:22,"29.44℃","75.00%",""
2023/06/22 03:02:22,"29.44℃","75.00%",""
2023/06/22 03:12:22,"29.38℃","74.94%",""
2023/06/22 03:22:22,"29.38℃","74.69%",""
2023/06/22 03:32:22,"29.31℃","74.88%",""
2023/06/22 03:42:22,"29.31℃","74.81%",""
2023/06/22 03:52:22,"29.31℃","74.81%",""
2023/06/22 04:02:22,"29.25℃","74.88%",""
2023/06/22 04:12:22,"29.25℃","74.75%",""
2023/06/22 04:22:22,"29.19℃","74.75%",""
2023/06/22 04:32:22,"29.19℃","74.88%",""
2023/06/22 04:42:22,"29.19℃","75.06%",""
2023/06/22 04:52:22,"29.13℃","75.19%",""
2023/06/22 05:02:22,"29.13℃","75.19%",""
2023/06/22 05:12:22,"29.06℃","75.00%",""
2023/06/22 05:22:22,"29.06℃","75.00%",""
2023/06/22 05:32:22,"29.00℃","75.06%",""
2023/06/22 05:42:22,"29.00℃","75.06%",""
2023/06/22 05:52:22,"28.94℃","75.12%",""
2023/06/22 06:02:22,"28.94℃","75.19%",""
2023/06/22 06:12:22,"28.94℃","75.19%",""
2023/06/22 06:22:22,"28.88℃","75.12%",""
2023/06/22 06:32:22,"28.88℃","75.12%",""
2023/06/22 06:42:22,"28.88℃","75.12%",""
2023/06/22 06:52:22,"28.81℃","75.12%",""
2023/06/22 07:02:22,"28.63℃","68.81%",""
2023/06/22 07:12:22,"28.56℃","64.44%",""
2023/06/22 07:22:22,"28.50℃","65.38%",""
2023/06/22 07:32:22,"28.56℃","66.19%",""
2023/06/22 07:42:22,"28.56℃","65.19%",""
2023/06/22 07:52:22,"28.56℃","64.25%",""
2023/06/22 08:02:22,"28.56℃","67.75%",""
2023/06/22 08:12:22,"28.63℃","68.81%",""
2023/06/22 08:22:22,"28.63℃","68.69%",""
2023/06/22 08:32:22,"28.56℃","67.69%",""
2023/06/22 08:42:22,"28.56℃","66.25%",""
2023/06/22 08:52:22,"28.56℃","64.50%",""
2023/06/22 09:02:22,"28.56℃","65.12%",""
2023/06/22 09:12:22,"28.56℃","66.44%",""
2023/06/22 09:22:22,"28.56℃","66.19%",""
2023/06/22 09:32:22,"28.56℃","65.69%",""
2023/06/22 09:42:22,"28.56℃","65.75%",""
2023/06/22 09:52:22,"28.63℃","66.00%",""
2023/06/22 10:02:22,"28.63℃","66.19%",""
2023/06/22 10:12:22,"28.69℃","66.25%",""
2023/06/22 10:22:22,"28.75℃","66.56%",""
2023/06/22 10:32:22,"28.75℃","66.81%",""
2023/06/22 10:42:22,"28.75℃","67.00%",""
2023/06/22 10:52:22,"28.75℃","63.81%",""
2023/06/22 11:02:22,"28.75℃","65.06%",""
2023/06/22 11:12:22,"28.81℃","66.31%",""
2023/06/22 11:22:22,"28.88℃","67.31%",""
2023/06/22 11:32:22,"29.00℃","69.38%",""
2023/06/22 11:42:22,"29.06℃","70.12%",""
2023/06/22 11:52:22,"29.13℃","70.88%",""
2023/06/22 12:02:22,"29.19℃","70.75%",""
2023/06/22 12:12:22,"29.25℃","70.88%",""
2023/06/22 12:22:22,"29.38℃","71.62%",""
2023/06/22 12:32:22,"29.38℃","72.25%",""
2023/06/22 12:42:22,"29.44℃","72.38%",""
2023/06/22 12:52:22,"29.44℃","72.56%",""
2023/06/22 13:02:22,"29.50℃","72.38%",""
2023/06/22 13:12:22,"29.56℃","72.44%",""
2023/06/22 13:22:22,"29.63℃","72.19%",""
2023/06/22 13:32:22,"29.63℃","72.00%",""
2023/06/22 13:42:22,"29.69℃","71.81%",""
2023/06/22 13:52:22,"29.75℃","71.50%",""
2023/06/22 14:02:22,"29.81℃","71.06%",""
2023/06/22 14:12:22,"29.81℃","70.56%",""
2023/06/22 14:22:22,"29.81℃","70.69%",""
2023/06/22 14:32:22,"29.81℃","70.94%",""
2023/06/22 14:42:22,"29.81℃","71.12%",""
2023/06/22 14:52:22,"29.81℃","71.31%",""
2023/06/22 15:02:22,"29.81℃","71.56%",""
2023/06/22 15:12:22,"29.69℃","67.69%",""
2023/06/22 15:22:22,"29.63℃","70.00%",""
2023/06/22 15:32:22,"29.75℃","72.25%",""
2023/06/22 15:42:22,"29.81℃","72.88%",""
2023/06/22 15:52:22,"29.88℃","72.81%",""
2023/06/22 16:02:22,"29.94℃","73.44%",""
2023/06/22 16:12:22,"30.00℃","73.81%",""
2023/06/22 16:22:22,"30.06℃","74.00%",""
2023/06/22 16:32:22,"30.19℃","73.44%",""
2023/06/22 16:42:22,"30.25℃","72.00%",""
2023/06/22 16:52:22,"30.19℃","66.06%",""
2023/06/22 17:02:22,"30.00℃","63.06%",""
2023/06/22 17:12:22,"29.81℃","61.19%",""
2023/06/22 17:22:22,"29.63℃","60.50%",""
2023/06/22 17:32:22,"29.56℃","60.50%",""
2023/06/22 17:42:22,"29.81℃","66.50%",""
2023/06/22 17:52:22,"30.06℃","68.25%",""
2023/06/22 18:02:22,"30.19℃","68.38%",""
2023/06/22 18:12:22,"30.25℃","68.62%",""
2023/06/22 18:22:22,"30.25℃","68.62%",""
2023/06/22 18:32:22,"30.19℃","69.00%",""
2023/06/22 18:42:22,"30.19℃","69.38%",""
2023/06/22 18:52:22,"30.13℃","69.56%",""
2023/06/22 19:02:22,"30.13℃","69.69%",""
2023/06/22 19:12:22,"30.06℃","69.81%",""
2023/06/22 19:22:22,"30.06℃","70.06%",""
2023/06/22 19:32:22,"30.06℃","70.31%",""
2023/06/22 19:42:22,"30.00℃","70.56%",""
2023/06/22 19:52:22,"30.00℃","70.88%",""
2023/06/22 20:02:22,"29.94℃","71.31%",""
2023/06/22 20:12:22,"29.94℃","71.75%",""
2023/06/22 20:22:22,"29.94℃","72.06%",""
2023/06/22 20:32:22,"29.94℃","72.12%",""
2023/06/22 20:42:22,"29.94℃","72.38%",""
2023/06/22 20:52:22,"29.94℃","72.69%",""
2023/06/22 21:02:22,"29.88℃","72.94%",""
2023/06/22 21:12:22,"29.94℃","73.19%",""
2023/06/22 21:22:22,"29.88℃","73.25%",""
2023/06/22 21:32:22,"29.88℃","73.44%",""
2023/06/22 21:42:22,"29.88℃","73.56%",""
2023/06/22 21:52:22,"29.88℃","73.75%",""
2023/06/22 22:02:22,"29.88℃","73.94%",""
2023/06/22 22:12:22,"29.88℃","74.06%",""
2023/06/22 22:22:22,"29.88℃","74.25%",""
2023/06/22 22:32:22,"29.88℃","74.38%",""
2023/06/22 22:42:22,"29.81℃","74.69%",""
2023/06/22 22:52:22,"29.88℃","75.44%",""
2023/06/22 23:02:22,"29.94℃","75.69%",""
2023/06/22 23:12:22,"29.94℃","75.69%",""
2023/06/22 23:22:22,"29.88℃","75.06%",""
2023/06/22 23:32:22,"29.88℃","74.88%",""
2023/06/22 23:42:22,"29.88℃","76.06%",""
2023/06/22 23:52:22,"29.81℃","76.44%",""
2023/06/23 00:02:22,"29.81℃","76.56%",""
2023/06/23 00:12:22,"29.81℃","76.38%",""
2023/06/23 00:22:22,"29.81℃","76.44%",""
2023/06/23 00:32:22,"29.75℃","76.19%",""
2023/06/23 00:42:22,"29.75℃","76.38%",""
2023/06/23 00:52:22,"29.69℃","76.00%",""
2023/06/23 01:02:22,"29.63℃","75.81%",""
2023/06/23 01:12:22,"29.63℃","75.75%",""
2023/06/23 01:22:22,"29.56℃","75.75%",""
2023/06/23 01:32:22,"29.56℃","75.62%",""
2023/06/23 01:42:22,"29.56℃","76.12%",""
2023/06/23 01:52:22,"29.56℃","76.25%",""
2023/06/23 02:02:22,"29.50℃","76.19%",""
2023/06/23 02:12:22,"29.50℃","76.19%",""
2023/06/23 02:22:22,"29.44℃","76.19%",""
2023/06/23 02:32:22,"29.44℃","76.12%",""
2023/06/23 02:42:22,"29.38℃","76.19%",""
2023/06/23 02:52:22,"29.38℃","76.19%",""
2023/06/23 03:02:22,"29.38℃","76.06%",""
2023/06/23 03:12:22,"29.38℃","76.00%",""
2023/06/23 03:22:22,"29.31℃","75.88%",""
2023/06/23 03:32:22,"29.31℃","75.81%",""
2023/06/23 03:42:22,"29.25℃","75.69%",""
2023/06/23 03:52:22,"29.25℃","75.69%",""
2023/06/23 04:02:22,"29.25℃","75.69%",""
2023/06/23 04:12:22,"29.19℃","75.69%",""
2023/06/23 04:22:22,"29.19℃","75.62%",""
2023/06/23 04:32:22,"29.19℃","75.56%",""
2023/06/23 04:42:22,"29.19℃","75.62%",""
2023/06/23 04:52:22,"29.13℃","75.75%",""
2023/06/23 05:02:22,"29.13℃","75.88%",""
2023/06/23 05:12:22,"29.13℃","75.94%",""
2023/06/23 05:22:22,"29.13℃","76.12%",""
2023/06/23 05:32:22,"29.13℃","76.00%",""
2023/06/23 05:42:22,"29.06℃","76.06%",""
2023/06/23 05:52:22,"29.06℃","76.00%",""
2023/06/23 06:02:22,"29.06℃","75.94%",""
2023/06/23 06:12:22,"29.06℃","75.94%",""
2023/06/23 06:22:22,"29.00℃","75.94%",""
2023/06/23 06:32:22,"29.00℃","75.81%",""
2023/06/23 06:42:22,"29.00℃","75.81%",""
2023/06/23 06:52:22,"28.94℃","75.69%",""
2023/06/23 07:02:22,"28.94℃","75.56%",""
2023/06/23 07:12:22,"28.94℃","75.44%",""
2023/06/23 07:22:22,"28.94℃","75.44%",""
2023/06/23 07:32:22,"28.75℃","68.75%",""
2023/06/23 07:42:22,"28.75℃","68.75%",""
2023/06/23 07:52:22,"28.75℃","67.94%",""
2023/06/23 08:02:22,"28.75℃","66.06%",""
2023/06/23 08:12:22,"28.75℃","64.44%",""
2023/06/23 08:22:22,"28.81℃","62.81%",""
2023/06/23 08:32:22,"28.81℃","62.81%",""
2023/06/23 08:42:22,"28.81℃","63.31%",""
2023/06/23 08:52:22,"28.88℃","64.12%",""
2023/06/23 09:02:22,"28.88℃","65.31%",""
2023/06/23 09:12:22,"28.94℃","68.38%",""
2023/06/23 09:22:22,"29.00℃","72.19%",""
2023/06/23 09:32:22,"29.00℃","72.31%",""
2023/06/23 09:42:22,"29.06℃","74.06%",""
2023/06/23 09:52:22,"29.13℃","74.25%",""
2023/06/23 10:02:22,"29.06℃","67.81%",""
2023/06/23 10:12:22,"29.06℃","70.19%",""
2023/06/23 10:22:22,"29.13℃","72.25%",""
2023/06/23 10:32:22,"29.19℃","73.00%",""
2023/06/23 10:42:22,"29.25℃","73.31%",""
2023/06/23 10:52:22,"29.31℃","73.50%",""
2023/06/23 11:02:22,"29.38℃","73.62%",""
2023/06/23 11:12:22,"29.44℃","73.62%",""
2023/06/23 11:22:22,"29.56℃","73.38%",""
2023/06/23 11:32:22,"29.44℃","67.94%",""
2023/06/23 11:42:22,"29.19℃","65.00%",""
2023/06/23 11:52:22,"29.06℃","63.38%",""
2023/06/23 12:02:22,"29.00℃","64.81%",""
2023/06/23 12:12:22,"29.19℃","69.06%",""
2023/06/23 12:22:22,"29.38℃","70.62%",""
2023/06/23 12:32:22,"29.56℃","71.25%",""
2023/06/23 12:42:22,"29.69℃","71.88%",""
2023/06/23 12:52:22,"29.81℃","72.56%",""
2023/06/23 13:02:22,"29.88℃","71.75%",""
2023/06/23 13:12:22,"29.94℃","70.50%",""
2023/06/23 13:22:22,"30.00℃","70.44%",""
2023/06/23 13:32:22,"30.13℃","69.88%",""
2023/06/23 13:42:22,"30.31℃","68.62%",""
2023/06/23 13:52:22,"30.50℃","66.75%",""
2023/06/23 14:02:22,"30.56℃","66.94%",""
2023/06/23 14:12:22,"30.56℃","67.38%",""
2023/06/23 14:22:22,"30.63℃","68.25%",""
2023/06/23 14:32:22,"30.69℃","69.38%",""
2023/06/23 14:42:22,"30.63℃","69.44%",""
2023/06/23 14:52:22,"30.63℃","69.88%",""
2023/06/23 15:02:22,"30.31℃","65.25%",""
2023/06/23 15:12:22,"30.00℃","63.56%",""
2023/06/23 15:22:22,"29.63℃","61.81%",""
2023/06/23 15:32:22,"29.38℃","61.38%",""
2023/06/23 15:42:22,"29.50℃","65.62%",""
2023/06/23 15:52:22,"29.69℃","68.69%",""
2023/06/23 16:02:22,"29.75℃","70.19%",""
2023/06/23 16:12:22,"29.81℃","71.50%",""
2023/06/23 16:22:22,"29.88℃","72.12%",""
