"Date","Temp","Humidity","Remark"
2023/06/28 10:59:58,"27.88℃","72.56%",""
2023/06/28 11:09:58,"27.88℃","72.81%",""
2023/06/28 11:19:58,"27.94℃","73.00%",""
2023/06/28 11:29:58,"27.94℃","73.12%",""
2023/06/28 11:39:58,"28.00℃","73.31%",""
2023/06/28 11:49:58,"28.06℃","73.62%",""
2023/06/28 11:59:58,"28.13℃","74.00%",""
2023/06/28 12:09:58,"28.13℃","74.12%",""
2023/06/28 12:19:58,"28.19℃","74.31%",""
2023/06/28 12:29:58,"28.25℃","74.50%",""
2023/06/28 12:39:58,"28.25℃","74.94%",""
2023/06/28 12:49:58,"28.31℃","75.06%",""
2023/06/28 12:59:58,"28.38℃","75.19%",""
2023/06/28 13:09:58,"28.44℃","75.25%",""
2023/06/28 13:19:58,"28.44℃","75.25%",""
2023/06/28 13:29:58,"28.50℃","75.25%",""
2023/06/28 13:39:58,"28.50℃","75.25%",""
2023/06/28 13:49:58,"28.50℃","75.25%",""
2023/06/28 13:59:58,"28.56℃","75.31%",""
2023/06/28 14:09:58,"28.56℃","75.25%",""
2023/06/28 14:19:58,"28.63℃","75.25%",""
2023/06/28 14:29:58,"28.63℃","75.19%",""
2023/06/28 14:39:58,"28.69℃","75.19%",""
2023/06/28 14:49:58,"28.69℃","75.19%",""
2023/06/28 14:59:58,"28.75℃","75.12%",""
2023/06/28 15:09:58,"28.81℃","75.06%",""
2023/06/28 15:19:58,"28.88℃","75.00%",""
2023/06/28 15:29:58,"28.88℃","74.94%",""
2023/06/28 15:39:58,"28.88℃","74.88%",""
2023/06/28 15:49:58,"28.94℃","74.81%",""
2023/06/28 15:59:58,"29.00℃","74.75%",""
2023/06/28 16:09:58,"29.00℃","74.62%",""
2023/06/28 16:19:58,"29.06℃","74.44%",""
2023/06/28 16:29:58,"29.06℃","74.31%",""
2023/06/28 16:39:58,"29.13℃","74.44%",""
2023/06/28 16:49:58,"29.13℃","74.31%",""
2023/06/28 16:59:58,"29.13℃","74.19%",""
2023/06/28 17:09:58,"29.19℃","74.12%",""
2023/06/28 17:19:58,"29.19℃","74.06%",""
2023/06/28 17:29:58,"29.19℃","74.00%",""
2023/06/28 17:39:58,"29.19℃","73.94%",""
2023/06/28 17:49:58,"29.25℃","73.94%",""
2023/06/28 17:59:58,"29.25℃","74.00%",""
2023/06/28 18:09:58,"29.31℃","74.06%",""
2023/06/28 18:19:58,"29.31℃","74.06%",""
2023/06/28 18:29:58,"29.38℃","74.06%",""
2023/06/28 18:39:58,"29.38℃","74.06%",""
2023/06/28 18:49:58,"29.38℃","74.00%",""
2023/06/28 18:59:58,"29.38℃","74.00%",""
2023/06/28 19:09:58,"29.38℃","74.00%",""
2023/06/28 19:19:58,"29.38℃","74.00%",""
2023/06/28 19:29:58,"29.38℃","74.00%",""
2023/06/28 19:39:58,"29.31℃","74.12%",""
2023/06/28 19:49:58,"29.31℃","74.12%",""
2023/06/28 19:59:58,"29.31℃","74.12%",""
2023/06/28 20:09:58,"29.31℃","74.12%",""
2023/06/28 20:19:58,"29.25℃","73.94%",""
2023/06/28 20:29:58,"29.25℃","74.06%",""
2023/06/28 20:39:58,"29.25℃","74.06%",""
2023/06/28 20:49:58,"29.25℃","74.06%",""
2023/06/28 20:59:58,"29.19℃","73.94%",""
2023/06/28 21:09:58,"29.19℃","73.94%",""
2023/06/28 21:19:58,"29.19℃","73.94%",""
2023/06/28 21:29:58,"29.19℃","74.00%",""
2023/06/28 21:39:58,"29.19℃","73.94%",""
2023/06/28 21:49:58,"29.19℃","74.00%",""
2023/06/28 21:59:58,"29.19℃","73.94%",""
2023/06/28 22:09:58,"29.19℃","73.94%",""
2023/06/28 22:19:58,"29.13℃","73.88%",""
2023/06/28 22:29:58,"29.13℃","73.88%",""
2023/06/28 22:39:58,"29.13℃","73.88%",""
2023/06/28 22:49:58,"29.13℃","73.62%",""
2023/06/28 22:59:58,"29.13℃","73.94%",""
2023/06/28 23:09:58,"29.13℃","73.69%",""
2023/06/28 23:19:58,"29.06℃","73.69%",""
2023/06/28 23:29:58,"29.06℃","73.69%",""
2023/06/28 23:39:58,"29.00℃","71.00%",""
2023/06/28 23:49:58,"28.94℃","71.38%",""
2023/06/28 23:59:58,"28.94℃","71.81%",""
2023/06/29 00:09:58,"28.94℃","72.25%",""
2023/06/29 00:19:58,"28.94℃","72.44%",""
2023/06/29 00:29:58,"28.88℃","72.31%",""
2023/06/29 00:39:58,"28.88℃","71.81%",""
2023/06/29 00:49:58,"28.81℃","71.06%",""
2023/06/29 00:59:58,"28.81℃","71.44%",""
2023/06/29 01:09:58,"28.81℃","71.69%",""
2023/06/29 01:19:58,"28.81℃","71.81%",""
2023/06/29 01:29:58,"28.81℃","71.88%",""
2023/06/29 01:39:58,"28.81℃","71.94%",""
2023/06/29 01:49:58,"28.81℃","71.94%",""
2023/06/29 01:59:58,"28.81℃","71.94%",""
2023/06/29 02:09:58,"28.81℃","72.00%",""
2023/06/29 02:19:58,"28.75℃","72.06%",""
2023/06/29 02:29:58,"28.75℃","72.19%",""
2023/06/29 02:39:58,"28.75℃","72.38%",""
2023/06/29 02:49:58,"28.75℃","72.38%",""
2023/06/29 02:59:58,"28.75℃","72.50%",""
2023/06/29 03:09:58,"28.75℃","72.69%",""
2023/06/29 03:19:58,"28.75℃","72.88%",""
2023/06/29 03:29:58,"28.75℃","73.06%",""
2023/06/29 03:39:58,"28.75℃","73.25%",""
2023/06/29 03:49:58,"28.75℃","73.38%",""
2023/06/29 03:59:58,"28.69℃","73.50%",""
2023/06/29 04:09:58,"28.69℃","73.62%",""
2023/06/29 04:19:58,"28.69℃","73.75%",""
2023/06/29 04:29:58,"28.63℃","73.81%",""
2023/06/29 04:39:58,"28.63℃","73.88%",""
2023/06/29 04:49:58,"28.63℃","74.00%",""
2023/06/29 04:59:58,"28.56℃","74.06%",""
2023/06/29 05:09:58,"28.56℃","74.12%",""
2023/06/29 05:19:58,"28.56℃","74.19%",""
2023/06/29 05:29:58,"28.56℃","74.25%",""
2023/06/29 05:39:58,"28.56℃","74.31%",""
2023/06/29 05:49:58,"28.50℃","74.38%",""
2023/06/29 05:59:58,"28.50℃","74.44%",""
2023/06/29 06:09:58,"28.50℃","74.44%",""
2023/06/29 06:19:58,"28.50℃","74.50%",""
2023/06/29 06:29:58,"28.50℃","74.50%",""
2023/06/29 06:39:58,"28.44℃","74.50%",""
2023/06/29 06:49:58,"28.44℃","74.56%",""
2023/06/29 06:59:58,"28.44℃","74.56%",""
2023/06/29 07:09:58,"28.44℃","74.62%",""
2023/06/29 07:19:58,"28.38℃","74.62%",""
2023/06/29 07:29:58,"28.38℃","74.69%",""
2023/06/29 07:39:58,"28.38℃","74.69%",""
2023/06/29 07:49:58,"28.38℃","74.75%",""
2023/06/29 07:59:58,"28.38℃","74.88%",""
2023/06/29 08:09:58,"28.38℃","74.94%",""
2023/06/29 08:19:58,"28.38℃","74.94%",""
2023/06/29 08:29:58,"28.38℃","74.94%",""
2023/06/29 08:39:58,"28.38℃","75.00%",""
2023/06/29 08:49:58,"28.38℃","75.00%",""
2023/06/29 08:59:58,"28.38℃","75.12%",""
2023/06/29 09:09:58,"28.38℃","75.19%",""
2023/06/29 09:19:58,"28.38℃","75.19%",""
2023/06/29 09:29:58,"28.38℃","75.12%",""
2023/06/29 09:39:58,"28.38℃","74.69%",""
2023/06/29 09:49:58,"28.38℃","74.56%",""
2023/06/29 09:59:58,"28.31℃","74.31%",""
2023/06/29 10:09:58,"28.31℃","74.25%",""
2023/06/29 10:19:58,"28.31℃","74.31%",""
2023/06/29 10:29:58,"28.31℃","74.50%",""
2023/06/29 10:39:58,"28.31℃","74.69%",""
2023/06/29 10:49:58,"28.38℃","74.75%",""
2023/06/29 10:59:58,"28.38℃","74.88%",""
2023/06/29 11:09:58,"28.38℃","74.94%",""
2023/06/29 11:19:58,"28.44℃","75.00%",""
2023/06/29 11:29:58,"28.44℃","75.06%",""
2023/06/29 11:39:58,"28.50℃","75.12%",""
2023/06/29 11:49:58,"28.50℃","75.19%",""
2023/06/29 11:59:58,"28.56℃","75.25%",""
2023/06/29 12:09:58,"28.56℃","75.31%",""
2023/06/29 12:19:58,"28.56℃","75.31%",""
2023/06/29 12:29:58,"28.63℃","75.31%",""
2023/06/29 12:39:58,"28.69℃","75.25%",""
2023/06/29 12:49:58,"28.69℃","75.25%",""
2023/06/29 12:59:58,"28.75℃","74.94%",""
2023/06/29 13:09:58,"28.69℃","74.00%",""
2023/06/29 13:19:58,"28.69℃","72.81%",""
2023/06/29 13:29:58,"28.63℃","72.88%",""
2023/06/29 13:39:58,"28.63℃","73.38%",""
2023/06/29 13:49:58,"28.69℃","73.69%",""
2023/06/29 13:59:58,"28.75℃","73.75%",""
2023/06/29 14:09:58,"28.81℃","73.69%",""
2023/06/29 14:19:58,"28.81℃","73.56%",""
2023/06/29 14:29:58,"28.88℃","73.44%",""
2023/06/29 14:39:58,"28.88℃","73.25%",""
2023/06/29 14:49:58,"28.94℃","73.06%",""
2023/06/29 14:59:58,"29.00℃","72.88%",""
2023/06/29 15:09:58,"29.06℃","72.69%",""
2023/06/29 15:19:58,"29.06℃","72.50%",""
2023/06/29 15:29:58,"29.13℃","72.69%",""
2023/06/29 15:39:58,"29.19℃","72.56%",""
2023/06/29 15:49:58,"29.19℃","72.50%",""
2023/06/29 15:59:58,"29.25℃","72.38%",""
2023/06/29 16:09:58,"29.31℃","72.31%",""
2023/06/29 16:19:58,"29.38℃","72.12%",""
2023/06/29 16:29:58,"29.38℃","71.94%",""
2023/06/29 16:39:58,"29.38℃","71.69%",""
2023/06/29 16:49:58,"29.38℃","71.50%",""
2023/06/29 16:59:58,"29.44℃","71.31%",""
2023/06/29 17:09:58,"29.44℃","71.12%",""
2023/06/29 17:19:58,"29.44℃","71.12%",""
2023/06/29 17:29:58,"29.44℃","71.06%",""
2023/06/29 17:39:58,"29.44℃","70.88%",""
2023/06/29 17:49:58,"29.44℃","70.69%",""
2023/06/29 17:59:58,"29.44℃","70.38%",""
2023/06/29 18:09:58,"29.44℃","69.62%",""
2023/06/29 18:19:58,"29.44℃","69.75%",""
2023/06/29 18:29:58,"29.44℃","69.88%",""
2023/06/29 18:39:58,"29.44℃","70.06%",""
2023/06/29 18:49:58,"29.44℃","70.19%",""
2023/06/29 18:59:58,"29.44℃","70.31%",""
2023/06/29 19:09:58,"29.44℃","70.44%",""
2023/06/29 19:19:58,"29.38℃","70.44%",""
2023/06/29 19:29:58,"29.38℃","70.50%",""
2023/06/29 19:39:58,"29.38℃","70.38%",""
2023/06/29 19:49:58,"29.31℃","70.06%",""
2023/06/29 19:59:58,"29.25℃","70.25%",""
2023/06/29 20:09:58,"29.25℃","70.44%",""
2023/06/29 20:19:58,"29.25℃","70.56%",""
2023/06/29 20:29:58,"29.25℃","70.75%",""
2023/06/29 20:39:58,"29.25℃","70.81%",""
2023/06/29 20:49:58,"29.19℃","70.94%",""
2023/06/29 20:59:58,"29.19℃","71.00%",""
2023/06/29 21:09:58,"29.19℃","71.06%",""
2023/06/29 21:19:58,"29.19℃","71.12%",""
2023/06/29 21:29:58,"29.19℃","71.12%",""
2023/06/29 21:39:58,"29.13℃","71.12%",""
2023/06/29 21:49:58,"29.13℃","71.19%",""
2023/06/29 21:59:58,"29.13℃","71.19%",""
2023/06/29 22:09:58,"29.13℃","70.88%",""
2023/06/29 22:19:58,"29.06℃","70.88%",""
2023/06/29 22:29:58,"29.06℃","70.94%",""
2023/06/29 22:39:58,"29.06℃","70.94%",""
2023/06/29 22:49:58,"29.06℃","71.00%",""
2023/06/29 22:59:58,"29.06℃","71.00%",""
2023/06/29 23:09:58,"29.06℃","71.06%",""
2023/06/29 23:19:58,"29.00℃","71.06%",""
2023/06/29 23:29:58,"29.00℃","71.06%",""
2023/06/29 23:39:58,"28.94℃","71.06%",""
2023/06/29 23:49:58,"28.94℃","71.12%",""
2023/06/29 23:59:58,"28.94℃","71.12%",""
2023/06/30 00:09:58,"28.94℃","71.12%",""
2023/06/30 00:19:58,"28.88℃","71.12%",""
2023/06/30 00:29:58,"28.88℃","71.19%",""
2023/06/30 00:39:58,"28.88℃","71.12%",""
2023/06/30 00:49:58,"28.88℃","71.19%",""
2023/06/30 00:59:58,"28.88℃","71.25%",""
2023/06/30 01:09:58,"28.81℃","71.31%",""
2023/06/30 01:19:58,"28.81℃","71.38%",""
2023/06/30 01:29:58,"28.81℃","71.38%",""
2023/06/30 01:39:58,"28.75℃","71.44%",""
2023/06/30 01:49:58,"28.75℃","71.44%",""
2023/06/30 01:59:58,"28.75℃","71.50%",""
2023/06/30 02:09:58,"28.75℃","71.56%",""
2023/06/30 02:19:58,"28.69℃","71.62%",""
2023/06/30 02:29:58,"28.69℃","71.69%",""
2023/06/30 02:39:58,"28.69℃","71.69%",""
2023/06/30 02:49:58,"28.69℃","71.75%",""
2023/06/30 02:59:58,"28.63℃","71.81%",""
2023/06/30 03:09:58,"28.63℃","71.88%",""
2023/06/30 03:19:58,"28.63℃","71.94%",""
2023/06/30 03:29:58,"28.63℃","72.00%",""
2023/06/30 03:39:58,"28.56℃","72.06%",""
2023/06/30 03:49:58,"28.56℃","72.12%",""
2023/06/30 03:59:58,"28.56℃","72.19%",""
2023/06/30 04:09:58,"28.56℃","72.25%",""
2023/06/30 04:19:58,"28.56℃","72.31%",""
2023/06/30 04:29:58,"28.56℃","72.44%",""
2023/06/30 04:39:58,"28.56℃","72.50%",""
2023/06/30 04:49:58,"28.50℃","72.56%",""
2023/06/30 04:59:58,"28.50℃","72.62%",""
2023/06/30 05:09:58,"28.50℃","72.69%",""
2023/06/30 05:19:58,"28.50℃","72.75%",""
2023/06/30 05:29:58,"28.50℃","72.75%",""
2023/06/30 05:39:58,"28.44℃","72.38%",""
2023/06/30 05:49:58,"28.38℃","71.38%",""
2023/06/30 05:59:58,"28.31℃","71.00%",""
2023/06/30 06:09:58,"28.25℃","71.00%",""
2023/06/30 06:19:58,"28.25℃","71.25%",""
2023/06/30 06:29:58,"28.25℃","71.56%",""
2023/06/30 06:39:58,"28.25℃","71.75%",""
2023/06/30 06:49:58,"28.25℃","71.88%",""
2023/06/30 06:59:58,"28.25℃","72.00%",""
2023/06/30 07:09:58,"28.25℃","72.12%",""
2023/06/30 07:19:58,"28.25℃","72.19%",""
2023/06/30 07:29:58,"28.25℃","72.25%",""
2023/06/30 07:39:58,"28.25℃","72.31%",""
2023/06/30 07:49:58,"28.25℃","72.00%",""
2023/06/30 07:59:58,"28.25℃","72.00%",""
2023/06/30 08:09:58,"28.19℃","71.81%",""
2023/06/30 08:19:58,"28.19℃","71.62%",""
2023/06/30 08:29:58,"28.19℃","71.69%",""
2023/06/30 08:39:58,"28.25℃","71.81%",""
2023/06/30 08:49:58,"28.25℃","71.88%",""
2023/06/30 08:59:58,"28.25℃","71.81%",""
2023/06/30 09:09:58,"28.25℃","71.69%",""
2023/06/30 09:19:58,"28.25℃","71.19%",""
2023/06/30 09:29:58,"28.25℃","71.25%",""
2023/06/30 09:39:58,"28.25℃","71.12%",""
2023/06/30 09:49:58,"28.25℃","71.12%",""
2023/06/30 09:59:58,"28.25℃","71.12%",""
2023/06/30 10:09:58,"28.25℃","71.12%",""
2023/06/30 10:19:58,"28.25℃","71.19%",""
2023/06/30 10:29:58,"28.25℃","71.19%",""
2023/06/30 10:39:58,"28.25℃","71.19%",""
2023/06/30 10:49:58,"28.25℃","71.19%",""
2023/06/30 10:59:58,"28.25℃","71.25%",""
2023/06/30 11:09:58,"28.25℃","71.25%",""
2023/06/30 11:19:58,"28.25℃","71.25%",""
2023/06/30 11:29:58,"28.25℃","71.25%",""
2023/06/30 11:39:58,"28.25℃","71.25%",""
2023/06/30 11:49:58,"28.25℃","71.25%",""
2023/06/30 11:59:58,"28.25℃","71.56%",""
2023/06/30 12:09:58,"28.31℃","71.56%",""
2023/06/30 12:19:58,"28.31℃","71.56%",""
2023/06/30 12:29:58,"28.38℃","71.62%",""
2023/06/30 12:39:58,"28.38℃","71.69%",""
2023/06/30 12:49:58,"28.44℃","71.75%",""
2023/06/30 12:59:58,"28.44℃","71.81%",""
2023/06/30 13:09:58,"28.50℃","71.88%",""
2023/06/30 13:19:58,"28.50℃","71.94%",""
2023/06/30 13:29:58,"28.50℃","71.94%",""
2023/06/30 13:39:58,"28.50℃","72.06%",""
2023/06/30 13:49:58,"28.56℃","72.12%",""
2023/06/30 13:59:58,"28.56℃","72.31%",""
2023/06/30 14:09:58,"28.56℃","72.44%",""
2023/06/30 14:19:58,"28.63℃","72.56%",""
2023/06/30 14:29:58,"28.69℃","72.69%",""
2023/06/30 14:39:58,"28.69℃","72.69%",""
2023/06/30 14:49:58,"28.69℃","72.75%",""
2023/06/30 14:59:58,"28.75℃","72.88%",""
2023/06/30 15:09:58,"28.75℃","73.00%",""
2023/06/30 15:19:58,"28.75℃","73.12%",""
2023/06/30 15:29:58,"28.81℃","73.19%",""
2023/06/30 15:39:58,"28.88℃","73.56%",""
2023/06/30 15:49:58,"28.88℃","73.62%",""
2023/06/30 15:59:58,"28.94℃","73.75%",""
2023/06/30 16:09:58,"28.94℃","74.00%",""
2023/06/30 16:19:58,"28.94℃","74.12%",""
2023/06/30 16:29:58,"28.94℃","74.19%",""
2023/06/30 16:39:58,"28.94℃","74.25%",""
2023/06/30 16:49:58,"28.94℃","74.19%",""
2023/06/30 16:59:58,"28.94℃","74.12%",""
2023/06/30 17:09:58,"29.00℃","74.12%",""
2023/06/30 17:19:58,"29.00℃","74.12%",""
2023/06/30 17:29:58,"29.00℃","74.12%",""
2023/06/30 17:39:58,"29.06℃","74.12%",""
2023/06/30 17:49:58,"29.13℃","74.12%",""
2023/06/30 17:59:58,"29.13℃","74.44%",""
2023/06/30 18:09:58,"29.19℃","74.50%",""
2023/06/30 18:19:58,"29.19℃","74.56%",""
2023/06/30 18:29:58,"29.19℃","74.62%",""
2023/06/30 18:39:58,"29.19℃","74.75%",""
2023/06/30 18:49:58,"29.19℃","74.50%",""
2023/06/30 18:59:58,"29.19℃","74.44%",""
2023/06/30 19:09:58,"29.13℃","74.69%",""
2023/06/30 19:19:58,"29.13℃","74.75%",""
2023/06/30 19:29:58,"29.13℃","74.88%",""
2023/06/30 19:39:58,"29.13℃","74.94%",""
2023/06/30 19:49:58,"29.13℃","74.94%",""
2023/06/30 19:59:58,"29.13℃","74.62%",""
2023/06/30 20:09:58,"29.06℃","74.62%",""
2023/06/30 20:19:58,"29.06℃","74.56%",""
2023/06/30 20:29:58,"29.06℃","74.62%",""
2023/06/30 20:39:58,"29.06℃","74.62%",""
2023/06/30 20:49:58,"29.00℃","74.62%",""
2023/06/30 20:59:58,"29.00℃","74.62%",""
2023/06/30 21:09:58,"29.00℃","74.69%",""
2023/06/30 21:19:58,"28.94℃","74.69%",""
2023/06/30 21:29:58,"28.94℃","74.69%",""
2023/06/30 21:39:58,"28.94℃","74.69%",""
2023/06/30 21:49:58,"28.94℃","74.62%",""
2023/06/30 21:59:58,"28.94℃","74.69%",""
2023/06/30 22:09:58,"28.88℃","74.69%",""
2023/06/30 22:19:58,"28.88℃","74.62%",""
2023/06/30 22:29:58,"28.88℃","74.44%",""
2023/06/30 22:39:58,"28.88℃","74.25%",""
2023/06/30 22:49:58,"28.88℃","74.12%",""
2023/06/30 22:59:58,"28.88℃","74.12%",""
2023/06/30 23:09:58,"28.88℃","74.19%",""
2023/06/30 23:19:58,"28.88℃","74.12%",""
2023/06/30 23:29:58,"28.88℃","74.06%",""
2023/06/30 23:39:58,"28.88℃","73.94%",""
2023/06/30 23:49:58,"28.81℃","73.94%",""
2023/06/30 23:59:58,"28.81℃","74.00%",""
2023/07/01 00:09:58,"28.81℃","74.00%",""
2023/07/01 00:19:58,"28.81℃","73.81%",""
2023/07/01 00:29:58,"28.75℃","73.75%",""
2023/07/01 00:39:58,"28.75℃","73.81%",""
2023/07/01 00:49:58,"28.75℃","73.88%",""
2023/07/01 00:59:58,"28.75℃","73.88%",""
2023/07/01 01:09:58,"28.75℃","73.94%",""
2023/07/01 01:19:58,"28.75℃","74.00%",""
2023/07/01 01:29:58,"28.75℃","74.00%",""
2023/07/01 01:39:58,"28.69℃","74.06%",""
2023/07/01 01:49:58,"28.69℃","73.88%",""
2023/07/01 01:59:58,"28.69℃","74.06%",""
2023/07/01 02:09:58,"28.69℃","74.19%",""
2023/07/01 02:19:58,"28.63℃","74.25%",""
2023/07/01 02:29:58,"28.63℃","74.31%",""
2023/07/01 02:39:58,"28.63℃","74.44%",""
2023/07/01 02:49:58,"28.63℃","74.44%",""
2023/07/01 02:59:58,"28.63℃","74.50%",""
2023/07/01 03:09:58,"28.56℃","74.50%",""
2023/07/01 03:19:58,"28.56℃","74.56%",""
2023/07/01 03:29:58,"28.56℃","74.62%",""
2023/07/01 03:39:58,"28.56℃","74.62%",""
2023/07/01 03:49:58,"28.56℃","74.69%",""
2023/07/01 03:59:58,"28.50℃","74.62%",""
2023/07/01 04:09:58,"28.50℃","74.62%",""
2023/07/01 04:19:58,"28.50℃","74.50%",""
2023/07/01 04:29:58,"28.44℃","74.56%",""
2023/07/01 04:39:58,"28.44℃","74.56%",""
2023/07/01 04:49:58,"28.38℃","74.56%",""
2023/07/01 04:59:58,"28.38℃","74.56%",""
2023/07/01 05:09:58,"28.38℃","74.50%",""
2023/07/01 05:19:58,"28.31℃","74.50%",""
2023/07/01 05:29:58,"28.31℃","74.50%",""
2023/07/01 05:39:58,"28.25℃","74.50%",""
2023/07/01 05:49:58,"28.25℃","74.25%",""
2023/07/01 05:59:58,"28.19℃","74.25%",""
